"FLOW","Type of FDI","ECOACT","Industry","CUR","Currency","COU","Reporting country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IN","Inward","2995","Total (2805 + 2900)","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,1111.045,,
"IN","Inward","2995","Total (2805 + 2900)","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,313.882,,
"IN","Inward","2995","Total (2805 + 2900)","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,616.696,,
"IN","Inward","2995","Total (2805 + 2900)","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,695.834,,
"IN","Inward","2995","Total (2805 + 2900)","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,720.106,,
"IN","Inward","2995","Total (2805 + 2900)","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,1387.532,,
"IN","Inward","2995","Total (2805 + 2900)","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,716.101,,
"IN","Inward","2995","Total (2805 + 2900)","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,3059.612,,
"IN","Inward","2995","Total (2805 + 2900)","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,1325.83,,
"IN","Inward","2995","Total (2805 + 2900)","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,4856.207,,
"IN","Inward","2995","Total (2805 + 2900)","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,1111.045,,
"IN","Inward","2995","Total (2805 + 2900)","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,313.882,,
"IN","Inward","2995","Total (2805 + 2900)","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,616.696,,
"IN","Inward","2995","Total (2805 + 2900)","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,695.834,,
"IN","Inward","2995","Total (2805 + 2900)","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,720.106,,
"IN","Inward","3000","Office machinery and computers","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,204.937,,
"IN","Inward","3000","Office machinery and computers","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,237.128,,
"IN","Inward","3000","Office machinery and computers","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,595.301,,
"IN","Inward","3000","Office machinery and computers","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,416.964,,
"IN","Inward","3000","Office machinery and computers","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,254.401,,
"IN","Inward","3000","Office machinery and computers","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,-119.014,,
"IN","Inward","3000","Office machinery and computers","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,433.37,,
"IN","Inward","3000","Office machinery and computers","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,673.333,,
"IN","Inward","3000","Office machinery and computers","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,16.734,,
"IN","Inward","3000","Office machinery and computers","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,173.658,,
"IN","Inward","3000","Office machinery and computers","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,204.937,,
"IN","Inward","3000","Office machinery and computers","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,237.128,,
"IN","Inward","3000","Office machinery and computers","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,595.301,,
"IN","Inward","3000","Office machinery and computers","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,416.964,,
"IN","Inward","3000","Office machinery and computers","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,254.401,,
"IN","Inward","3000","Office machinery and computers","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,-119.014,,
"IN","Inward","3000","Office machinery and computers","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,433.37,,
"IN","Inward","3000","Office machinery and computers","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,673.333,,
"IN","Inward","3000","Office machinery and computers","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,16.734,,
"IN","Inward","3000","Office machinery and computers","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,173.658,,
"IN","Inward","3200","Radio,TV,communication equipments","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,321.975,,
"IN","Inward","3200","Radio,TV,communication equipments","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,528.227,,
"IN","Inward","3200","Radio,TV,communication equipments","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,345.996,,
"IN","Inward","3200","Radio,TV,communication equipments","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,458.701,,
"IN","Inward","3200","Radio,TV,communication equipments","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,395.466,,
"IN","Inward","3200","Radio,TV,communication equipments","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,599.392,,
"IN","Inward","3200","Radio,TV,communication equipments","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,707.437,,
"IN","Inward","3200","Radio,TV,communication equipments","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,498.346,,
"IN","Inward","3200","Radio,TV,communication equipments","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,561.53,,
"IN","Inward","3200","Radio,TV,communication equipments","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,709.333,,
"IN","Inward","3200","Radio,TV,communication equipments","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,321.975,,
"IN","Inward","3200","Radio,TV,communication equipments","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,528.227,,
"IN","Inward","3200","Radio,TV,communication equipments","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,345.996,,
"IN","Inward","3200","Radio,TV,communication equipments","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,458.701,,
"IN","Inward","3200","Radio,TV,communication equipments","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,395.466,,
"IN","Inward","3200","Radio,TV,communication equipments","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,599.392,,
"IN","Inward","3200","Radio,TV,communication equipments","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,707.437,,
"IN","Inward","3200","Radio,TV,communication equipments","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,498.346,,
"IN","Inward","3200","Radio,TV,communication equipments","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,561.53,,
"IN","Inward","3200","Radio,TV,communication equipments","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,709.333,,
"IN","Inward","3295","Total (3000 + 3200)","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,526.912,,
"IN","Inward","3295","Total (3000 + 3200)","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,765.355,,
"IN","Inward","3295","Total (3000 + 3200)","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,941.296,,
"IN","Inward","3295","Total (3000 + 3200)","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,875.666,,
"IN","Inward","3295","Total (3000 + 3200)","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,649.866,,
"IN","Inward","3295","Total (3000 + 3200)","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,480.378,,
"IN","Inward","3295","Total (3000 + 3200)","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,1140.807,,
"IN","Inward","3295","Total (3000 + 3200)","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,1171.679,,
"IN","Inward","3295","Total (3000 + 3200)","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,578.264,,
"IN","Inward","3295","Total (3000 + 3200)","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,882.99,,
"IN","Inward","3295","Total (3000 + 3200)","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,526.912,,
"IN","Inward","3295","Total (3000 + 3200)","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,765.355,,
"IN","Inward","3295","Total (3000 + 3200)","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,941.296,,
"IN","Inward","3295","Total (3000 + 3200)","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,875.666,,
"IN","Inward","3295","Total (3000 + 3200)","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,649.866,,
"IN","Inward","3295","Total (3000 + 3200)","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,480.378,,
"IN","Inward","3295","Total (3000 + 3200)","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,1140.807,,
"IN","Inward","3295","Total (3000 + 3200)","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,1171.679,,
"IN","Inward","3295","Total (3000 + 3200)","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,578.264,,
"IN","Inward","3295","Total (3000 + 3200)","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,882.99,,
"IN","Inward","3300","Medical, precision and optical instruments, watches and clocks","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,94.78,,
"IN","Inward","3300","Medical, precision and optical instruments, watches and clocks","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,81.915,,
"IN","Inward","3300","Medical, precision and optical instruments, watches and clocks","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,120.564,,
"IN","Inward","3300","Medical, precision and optical instruments, watches and clocks","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,129.623,,
"IN","Inward","3300","Medical, precision and optical instruments, watches and clocks","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,134.623,,
"IN","Inward","3300","Medical, precision and optical instruments, watches and clocks","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,179.863,,
"IN","Inward","3300","Medical, precision and optical instruments, watches and clocks","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,233.371,,
"IN","Inward","3300","Medical, precision and optical instruments, watches and clocks","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,203.207,,
"IN","Inward","3300","Medical, precision and optical instruments, watches and clocks","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,82.719,,
"IN","Inward","3300","Medical, precision and optical instruments, watches and clocks","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,-4.925,,
"IN","Inward","3300","Medical, precision and optical instruments, watches and clocks","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,94.78,,
"IN","Inward","3300","Medical, precision and optical instruments, watches and clocks","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,81.915,,
"IN","Inward","3300","Medical, precision and optical instruments, watches and clocks","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,120.564,,
"IN","Inward","3300","Medical, precision and optical instruments, watches and clocks","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,129.623,,
"IN","Inward","3300","Medical, precision and optical instruments, watches and clocks","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,134.623,,
"IN","Inward","3300","Medical, precision and optical instruments, watches and clocks","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,179.863,,
"IN","Inward","3300","Medical, precision and optical instruments, watches and clocks","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,233.371,,
"IN","Inward","3300","Medical, precision and optical instruments, watches and clocks","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,203.207,,
"IN","Inward","3300","Medical, precision and optical instruments, watches and clocks","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,82.719,,
"IN","Inward","3300","Medical, precision and optical instruments, watches and clocks","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,-4.925,,
"IN","Inward","3400","Motor vehicles","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,202.7,,
"IN","Inward","3400","Motor vehicles","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,1192.869,,
"IN","Inward","3400","Motor vehicles","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,228.168,,
"IN","Inward","3400","Motor vehicles","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,47.707,,
"IN","Inward","3400","Motor vehicles","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,309.604,,
"IN","Inward","3400","Motor vehicles","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,482.955,,
"IN","Inward","3400","Motor vehicles","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,680.32,,
"IN","Inward","3400","Motor vehicles","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,962.166,,
"IN","Inward","3400","Motor vehicles","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,280.947,,
"IN","Inward","3400","Motor vehicles","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,827.442,,
"IN","Inward","3400","Motor vehicles","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,202.7,,
"IN","Inward","3400","Motor vehicles","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,1192.869,,
"IN","Inward","3400","Motor vehicles","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,228.168,,
"IN","Inward","3400","Motor vehicles","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,47.707,,
"IN","Inward","3400","Motor vehicles","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,309.604,,
"IN","Inward","3400","Motor vehicles","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,482.955,,
"IN","Inward","3400","Motor vehicles","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,680.32,,
"IN","Inward","3400","Motor vehicles","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,962.166,,
"IN","Inward","3400","Motor vehicles","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,280.947,,
"IN","Inward","3400","Motor vehicles","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,827.442,,
"IN","Inward","3500","Other transport equipments","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,1189.242,,
"IN","Inward","3500","Other transport equipments","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,1997.431,,
"IN","Inward","3500","Other transport equipments","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,2070.191,,
"IN","Inward","3500","Other transport equipments","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,1657.11,,
"IN","Inward","3500","Other transport equipments","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,1711.57,,
"IN","Inward","3500","Other transport equipments","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,1287.735,,
"IN","Inward","3500","Other transport equipments","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,961.256,,
"IN","Inward","3500","Other transport equipments","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,577.984,,
"IN","Inward","3500","Other transport equipments","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,1167.658,,
"IN","Inward","3500","Other transport equipments","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,1853.514,,
"IN","Inward","3500","Other transport equipments","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,1189.242,,
"IN","Inward","3500","Other transport equipments","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,1997.431,,
"IN","Inward","3500","Other transport equipments","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,2070.191,,
"IN","Inward","3500","Other transport equipments","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,1657.11,,
"IN","Inward","3500","Other transport equipments","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,1711.57,,
"IN","Inward","3500","Other transport equipments","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,1287.735,,
"IN","Inward","3500","Other transport equipments","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,961.256,,
"IN","Inward","3500","Other transport equipments","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,577.984,,
"IN","Inward","3500","Other transport equipments","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,1167.658,,
"IN","Inward","3500","Other transport equipments","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,1853.514,,
"IN","Inward","3530","Manufacture of aircraft and spacecraft","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,0.798,,
"IN","Inward","3530","Manufacture of aircraft and spacecraft","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,1.293,,
"IN","Inward","3530","Manufacture of aircraft and spacecraft","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,0.691,,
"IN","Inward","3530","Manufacture of aircraft and spacecraft","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,0.962,,
"IN","Inward","3530","Manufacture of aircraft and spacecraft","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,2.558,,
"IN","Inward","3530","Manufacture of aircraft and spacecraft","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,242.174,,
"IN","Inward","3530","Manufacture of aircraft and spacecraft","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,207.67,,
"IN","Inward","3530","Manufacture of aircraft and spacecraft","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,255.728,,
"IN","Inward","3530","Manufacture of aircraft and spacecraft","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,86.822,,
"IN","Inward","3530","Manufacture of aircraft and spacecraft","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,63.87,,
"IN","Inward","3530","Manufacture of aircraft and spacecraft","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,0.798,,
"IN","Inward","3530","Manufacture of aircraft and spacecraft","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,1.293,,
"IN","Inward","3530","Manufacture of aircraft and spacecraft","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,0.691,,
"IN","Inward","3530","Manufacture of aircraft and spacecraft","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,0.962,,
"IN","Inward","3530","Manufacture of aircraft and spacecraft","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,2.558,,
"IN","Inward","3530","Manufacture of aircraft and spacecraft","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,242.174,,
"IN","Inward","3530","Manufacture of aircraft and spacecraft","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,207.67,,
"IN","Inward","3530","Manufacture of aircraft and spacecraft","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,255.728,,
"IN","Inward","3530","Manufacture of aircraft and spacecraft","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,86.822,,
"IN","Inward","3530","Manufacture of aircraft and spacecraft","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,63.87,,
"IN","Inward","3595","Total (3400 + 3500)","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,1391.942,,
"IN","Inward","3595","Total (3400 + 3500)","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,3190.3,,
"IN","Inward","3595","Total (3400 + 3500)","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,2298.359,,
"IN","Inward","3595","Total (3400 + 3500)","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,1704.816,,
"IN","Inward","3595","Total (3400 + 3500)","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,2021.173,,
"IN","Inward","3595","Total (3400 + 3500)","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,1770.69,,
"IN","Inward","3595","Total (3400 + 3500)","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,1641.576,,
"IN","Inward","3595","Total (3400 + 3500)","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,1540.151,,
"IN","Inward","3595","Total (3400 + 3500)","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,1448.605,,
"IN","Inward","3595","Total (3400 + 3500)","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,2680.957,,
"IN","Inward","3595","Total (3400 + 3500)","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,1391.942,,
"IN","Inward","3595","Total (3400 + 3500)","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,3190.3,,
"IN","Inward","3595","Total (3400 + 3500)","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,2298.359,,
"IN","Inward","3595","Total (3400 + 3500)","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,1704.816,,
"IN","Inward","3595","Total (3400 + 3500)","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,2021.173,,
"IN","Inward","3595","Total (3400 + 3500)","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,1770.69,,
"IN","Inward","3595","Total (3400 + 3500)","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,1641.576,,
"IN","Inward","3595","Total (3400 + 3500)","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,1540.151,,
"IN","Inward","3595","Total (3400 + 3500)","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,1448.605,,
"IN","Inward","3595","Total (3400 + 3500)","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,2680.957,,
"IN","Inward","4195","ELECTRICITY,GAS AND WATER","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,348.861,,
"IN","Inward","4195","ELECTRICITY,GAS AND WATER","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,261.99,,
"IN","Inward","4195","ELECTRICITY,GAS AND WATER","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,197.797,,
"IN","Inward","4195","ELECTRICITY,GAS AND WATER","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,-84.902,,
"IN","Inward","4195","ELECTRICITY,GAS AND WATER","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,577.565,,
"IN","Inward","4195","ELECTRICITY,GAS AND WATER","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,483.479,,
"IN","Inward","4195","ELECTRICITY,GAS AND WATER","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,59.323,,
"IN","Inward","4195","ELECTRICITY,GAS AND WATER","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,-3.242,,
"IN","Inward","4195","ELECTRICITY,GAS AND WATER","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,-218.173,,
"IN","Inward","4195","ELECTRICITY,GAS AND WATER","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,247.874,,
"IN","Inward","4195","ELECTRICITY,GAS AND WATER","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,348.861,,
"IN","Inward","4195","ELECTRICITY,GAS AND WATER","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,261.99,,
"IN","Inward","4195","ELECTRICITY,GAS AND WATER","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,197.797,,
"IN","Inward","4195","ELECTRICITY,GAS AND WATER","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,-84.902,,
"IN","Inward","4195","ELECTRICITY,GAS AND WATER","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,577.565,,
"IN","Inward","4195","ELECTRICITY,GAS AND WATER","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,483.479,,
"IN","Inward","4195","ELECTRICITY,GAS AND WATER","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,59.323,,
"IN","Inward","4195","ELECTRICITY,GAS AND WATER","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,-3.242,,
