"FLOW","Type of FDI","ECOACT","Industry","CUR","Currency","COU","Reporting country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IN","Inward","6395","Transport and storage","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,86.162,,
"IN","Inward","6395","Transport and storage","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,142.258,,
"IN","Inward","6395","Transport and storage","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,341.708,,
"IN","Inward","6395","Transport and storage","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,109.779,,
"IN","Inward","6395","Transport and storage","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,1433.819,,
"IN","Inward","6395","Transport and storage","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,-170.248,,
"IN","Inward","6395","Transport and storage","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,-268.279,,
"IN","Inward","6395","Transport and storage","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,425.544,,
"IN","Inward","6395","Transport and storage","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,14.938,,
"IN","Inward","6395","Transport and storage","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,272.424,,
"IN","Inward","6395","Transport and storage","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,86.162,,
"IN","Inward","6395","Transport and storage","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,142.258,,
"IN","Inward","6000","Land transport","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,-12.155,,
"IN","Inward","6000","Land transport","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,34.609,,
"IN","Inward","6000","Land transport","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,1279.326,,
"IN","Inward","6000","Land transport","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,16.341,,
"IN","Inward","6000","Land transport","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,-522.868,,
"IN","Inward","6000","Land transport","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,46.126,,
"IN","Inward","6000","Land transport","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,-83.604,,
"IN","Inward","6000","Land transport","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,185.538,,
"IN","Inward","6000","Land transport","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,-159.867,,
"IN","Inward","6000","Land transport","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,-76.278,,
"IN","Inward","6000","Land transport","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,-12.155,,
"IN","Inward","6000","Land transport","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,34.609,,
"IN","Inward","6000","Land transport","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,1279.326,,
"IN","Inward","6000","Land transport","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,16.341,,
"IN","Inward","6000","Land transport","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,-522.868,,
"IN","Inward","6000","Land transport","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,46.126,,
"IN","Inward","6000","Land transport","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,-83.604,,
"IN","Inward","6000","Land transport","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,185.538,,
"IN","Inward","6000","Land transport","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,-159.867,,
"IN","Inward","6000","Land transport","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,-76.278,,
"IN","Inward","6100","Water transport","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,0.094,,
"IN","Inward","6100","Water transport","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,31.149,,
"IN","Inward","6100","Water transport","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,3.76,,
"IN","Inward","6100","Water transport","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,12.536,,
"IN","Inward","6100","Water transport","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,0.015,,
"IN","Inward","6100","Water transport","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,0.018,,
"IN","Inward","6100","Water transport","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,0.21,,
"IN","Inward","6100","Water transport","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,-3.672,,
"IN","Inward","6100","Water transport","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,0.005,,
"IN","Inward","6100","Water transport","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,-12.834,,
"IN","Inward","6100","Water transport","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,0.094,,
"IN","Inward","6100","Water transport","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,31.149,,
"IN","Inward","6100","Water transport","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,3.76,,
"IN","Inward","6100","Water transport","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,12.536,,
"IN","Inward","6100","Water transport","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,0.015,,
"IN","Inward","6100","Water transport","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,0.018,,
"IN","Inward","6100","Water transport","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,0.21,,
"IN","Inward","6100","Water transport","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,-3.672,,
"IN","Inward","6100","Water transport","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,0.005,,
"IN","Inward","6100","Water transport","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,-12.834,,
"IN","Inward","6200","Air transport","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,311.398,,
"IN","Inward","6200","Air transport","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,22.74,,
"IN","Inward","6200","Air transport","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,6.771,,
"IN","Inward","6200","Air transport","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,50.442,,
"IN","Inward","6200","Air transport","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,84.584,,
"IN","Inward","6200","Air transport","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,133.507,,
"IN","Inward","6200","Air transport","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,64.381,,
"IN","Inward","6200","Air transport","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,-1.017,,
"IN","Inward","6200","Air transport","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,-2.307,,
"IN","Inward","6200","Air transport","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,6.936,,
"IN","Inward","6200","Air transport","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,311.398,,
"IN","Inward","6200","Air transport","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,22.74,,
"IN","Inward","6200","Air transport","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,6.771,,
"IN","Inward","6200","Air transport","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,50.442,,
"IN","Inward","6200","Air transport","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,84.584,,
"IN","Inward","6200","Air transport","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,133.507,,
"IN","Inward","6200","Air transport","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,64.381,,
"IN","Inward","6200","Air transport","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,-1.017,,
"IN","Inward","6200","Air transport","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,-2.307,,
"IN","Inward","6200","Air transport","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,6.936,,
"IN","Inward","6300","Supporting and auxiliary transport activities; activities of travel agencies","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,42.37,,
"IN","Inward","6300","Supporting and auxiliary transport activities; activities of travel agencies","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,21.281,,
"IN","Inward","6300","Supporting and auxiliary transport activities; activities of travel agencies","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,143.962,,
"IN","Inward","6300","Supporting and auxiliary transport activities; activities of travel agencies","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,-249.567,,
"IN","Inward","6300","Supporting and auxiliary transport activities; activities of travel agencies","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,169.989,,
"IN","Inward","6300","Supporting and auxiliary transport activities; activities of travel agencies","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,245.893,,
"IN","Inward","6300","Supporting and auxiliary transport activities; activities of travel agencies","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,33.951,,
"IN","Inward","6300","Supporting and auxiliary transport activities; activities of travel agencies","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,91.575,,
"IN","Inward","6300","Supporting and auxiliary transport activities; activities of travel agencies","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,248.329,,
"IN","Inward","6300","Supporting and auxiliary transport activities; activities of travel agencies","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,224.434,,
"IN","Inward","6300","Supporting and auxiliary transport activities; activities of travel agencies","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,42.37,,
"IN","Inward","6300","Supporting and auxiliary transport activities; activities of travel agencies","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,21.281,,
"IN","Inward","6300","Supporting and auxiliary transport activities; activities of travel agencies","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,143.962,,
"IN","Inward","6300","Supporting and auxiliary transport activities; activities of travel agencies","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,-249.567,,
"IN","Inward","6300","Supporting and auxiliary transport activities; activities of travel agencies","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,169.989,,
"IN","Inward","6300","Supporting and auxiliary transport activities; activities of travel agencies","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,245.893,,
"IN","Inward","6300","Supporting and auxiliary transport activities; activities of travel agencies","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,33.951,,
"IN","Inward","6300","Supporting and auxiliary transport activities; activities of travel agencies","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,91.575,,
"IN","Inward","6300","Supporting and auxiliary transport activities; activities of travel agencies","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,248.329,,
"IN","Inward","6300","Supporting and auxiliary transport activities; activities of travel agencies","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,224.434,,
"IN","Inward","6400","Post and telecommunications","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,2057.152,,
"IN","Inward","6400","Post and telecommunications","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,1785.556,,
"IN","Inward","6400","Post and telecommunications","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,1592.233,,
"IN","Inward","6400","Post and telecommunications","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,591.158,,
"IN","Inward","6400","Post and telecommunications","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,221.927,,
"IN","Inward","6400","Post and telecommunications","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,1384.557,,
"IN","Inward","6400","Post and telecommunications","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,142.032,,
"IN","Inward","6400","Post and telecommunications","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,-235.648,,
"IN","Inward","6400","Post and telecommunications","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,288.606,,
"IN","Inward","6400","Post and telecommunications","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,624.581,,
"IN","Inward","6400","Post and telecommunications","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,2057.152,,
"IN","Inward","6400","Post and telecommunications","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,1785.556,,
"IN","Inward","6400","Post and telecommunications","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,1592.233,,
"IN","Inward","6400","Post and telecommunications","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,591.158,,
"IN","Inward","6400","Post and telecommunications","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,221.927,,
"IN","Inward","6400","Post and telecommunications","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,1384.557,,
"IN","Inward","6400","Post and telecommunications","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,142.032,,
"IN","Inward","6400","Post and telecommunications","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,-235.648,,
"IN","Inward","6400","Post and telecommunications","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,288.606,,
"IN","Inward","6400","Post and telecommunications","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,624.581,,
"IN","Inward","6410","Post and courier activities","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,-0.998,,
"IN","Inward","6410","Post and courier activities","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,-1.554,,
"IN","Inward","6410","Post and courier activities","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,-1.247,,
"IN","Inward","6410","Post and courier activities","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,0.054,,
"IN","Inward","6410","Post and courier activities","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,-0.429,,
"IN","Inward","6410","Post and courier activities","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,-1.715,,
"IN","Inward","6410","Post and courier activities","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,1.528,,
"IN","Inward","6410","Post and courier activities","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,0.556,,
"IN","Inward","6410","Post and courier activities","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,23.856,,
"IN","Inward","6410","Post and courier activities","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,129.213,,
"IN","Inward","6410","Post and courier activities","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,-0.998,,
"IN","Inward","6410","Post and courier activities","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,-1.554,,
"IN","Inward","6410","Post and courier activities","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,-1.247,,
"IN","Inward","6410","Post and courier activities","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,0.054,,
"IN","Inward","6410","Post and courier activities","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,-0.429,,
"IN","Inward","6410","Post and courier activities","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,-1.715,,
"IN","Inward","6410","Post and courier activities","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,1.528,,
"IN","Inward","6410","Post and courier activities","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,0.556,,
"IN","Inward","6410","Post and courier activities","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,23.856,,
"IN","Inward","6410","Post and courier activities","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,129.213,,
"IN","Inward","6420","Telecommunications","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,2058.15,,
"IN","Inward","6420","Telecommunications","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,1787.111,,
"IN","Inward","6420","Telecommunications","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,1593.48,,
"IN","Inward","6420","Telecommunications","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,591.104,,
"IN","Inward","6420","Telecommunications","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,222.356,,
"IN","Inward","6420","Telecommunications","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,1386.272,,
"IN","Inward","6420","Telecommunications","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,140.504,,
"IN","Inward","6420","Telecommunications","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,-236.203,,
"IN","Inward","6420","Telecommunications","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,264.749,,
"IN","Inward","6420","Telecommunications","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,495.369,,
"IN","Inward","6420","Telecommunications","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,2058.15,,
"IN","Inward","6420","Telecommunications","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,1787.111,,
"IN","Inward","6420","Telecommunications","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,1593.48,,
"IN","Inward","6420","Telecommunications","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,591.104,,
"IN","Inward","6420","Telecommunications","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,222.356,,
"IN","Inward","6420","Telecommunications","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,1386.272,,
"IN","Inward","6420","Telecommunications","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,140.504,,
"IN","Inward","6420","Telecommunications","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,-236.203,,
"IN","Inward","6420","Telecommunications","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,264.749,,
"IN","Inward","6420","Telecommunications","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,495.369,,
"IN","Inward","6895","FINANCIAL INTERMEDIATION","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,2995.812,,
"IN","Inward","6895","FINANCIAL INTERMEDIATION","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,5723.262,,
"IN","Inward","6895","FINANCIAL INTERMEDIATION","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,2464.906,,
"IN","Inward","6895","FINANCIAL INTERMEDIATION","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,4250.251,,
"IN","Inward","6895","FINANCIAL INTERMEDIATION","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,6824.39,,
"IN","Inward","6895","FINANCIAL INTERMEDIATION","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,6823.216,,
"IN","Inward","6895","FINANCIAL INTERMEDIATION","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,2768.246,,
"IN","Inward","6895","FINANCIAL INTERMEDIATION","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,2159.673,,
"IN","Inward","6895","FINANCIAL INTERMEDIATION","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,2663.862,,
"IN","Inward","6895","FINANCIAL INTERMEDIATION","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,-2710.273,,
"IN","Inward","6895","FINANCIAL INTERMEDIATION","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,2995.812,,
"IN","Inward","6895","FINANCIAL INTERMEDIATION","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,5723.262,,
"IN","Inward","6895","FINANCIAL INTERMEDIATION","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,2464.906,,
"IN","Inward","6895","FINANCIAL INTERMEDIATION","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,4250.251,,
"IN","Inward","6895","FINANCIAL INTERMEDIATION","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,6824.39,,
"IN","Inward","6895","FINANCIAL INTERMEDIATION","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,6823.216,,
"IN","Inward","6895","FINANCIAL INTERMEDIATION","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,2768.246,,
"IN","Inward","6895","FINANCIAL INTERMEDIATION","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,2159.673,,
"IN","Inward","6895","FINANCIAL INTERMEDIATION","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,2663.862,,
"IN","Inward","6895","FINANCIAL INTERMEDIATION","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,-2710.273,,
"IN","Inward","6500","Financial intermediation, except insurance and pension funding","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,2983.329,,
"IN","Inward","6500","Financial intermediation, except insurance and pension funding","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,5627.719,,
"IN","Inward","6500","Financial intermediation, except insurance and pension funding","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,2459.976,,
"IN","Inward","6500","Financial intermediation, except insurance and pension funding","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,4161.271,,
"IN","Inward","6500","Financial intermediation, except insurance and pension funding","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,6775.987,,
"IN","Inward","6500","Financial intermediation, except insurance and pension funding","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,6378.973,,
"IN","Inward","6500","Financial intermediation, except insurance and pension funding","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,2889.802,,
"IN","Inward","6500","Financial intermediation, except insurance and pension funding","SUB","Reported currency","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,2169.152,,
"IN","Inward","6500","Financial intermediation, except insurance and pension funding","SUB","Reported currency","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,2575.794,,
"IN","Inward","6500","Financial intermediation, except insurance and pension funding","SUB","Reported currency","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,-2681.274,,
"IN","Inward","6500","Financial intermediation, except insurance and pension funding","USD","US Dollar","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,2983.329,,
"IN","Inward","6500","Financial intermediation, except insurance and pension funding","USD","US Dollar","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,5627.719,,
"IN","Inward","6500","Financial intermediation, except insurance and pension funding","USD","US Dollar","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,2459.976,,
"IN","Inward","6500","Financial intermediation, except insurance and pension funding","USD","US Dollar","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,4161.271,,
"IN","Inward","6500","Financial intermediation, except insurance and pension funding","USD","US Dollar","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,6775.987,,
"IN","Inward","6500","Financial intermediation, except insurance and pension funding","USD","US Dollar","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,6378.973,,
"IN","Inward","6500","Financial intermediation, except insurance and pension funding","USD","US Dollar","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,2889.802,,
"IN","Inward","6500","Financial intermediation, except insurance and pension funding","USD","US Dollar","MEX","Mexico","2010","2010","USD","US Dollar","6","Millions",,,2169.152,,
"IN","Inward","6500","Financial intermediation, except insurance and pension funding","USD","US Dollar","MEX","Mexico","2011","2011","USD","US Dollar","6","Millions",,,2575.794,,
"IN","Inward","6500","Financial intermediation, except insurance and pension funding","USD","US Dollar","MEX","Mexico","2012","2012","USD","US Dollar","6","Millions",,,-2681.274,,
"IN","Inward","6510","Monetary intermediation","SUB","Reported currency","MEX","Mexico","2003","2003","USD","US Dollar","6","Millions",,,2862.418,,
"IN","Inward","6510","Monetary intermediation","SUB","Reported currency","MEX","Mexico","2004","2004","USD","US Dollar","6","Millions",,,5494.126,,
"IN","Inward","6510","Monetary intermediation","SUB","Reported currency","MEX","Mexico","2005","2005","USD","US Dollar","6","Millions",,,2371.334,,
"IN","Inward","6510","Monetary intermediation","SUB","Reported currency","MEX","Mexico","2006","2006","USD","US Dollar","6","Millions",,,4332.348,,
"IN","Inward","6510","Monetary intermediation","SUB","Reported currency","MEX","Mexico","2007","2007","USD","US Dollar","6","Millions",,,6345.558,,
"IN","Inward","6510","Monetary intermediation","SUB","Reported currency","MEX","Mexico","2008","2008","USD","US Dollar","6","Millions",,,6247.671,,
"IN","Inward","6510","Monetary intermediation","SUB","Reported currency","MEX","Mexico","2009","2009","USD","US Dollar","6","Millions",,,2831.835,,
